"gisjoin","year","state","county","statefips","countyfips","year.new","owner_occupied_1_01_to_1_50_occupants_per_room","owner_occupied_1_51_to_2_00_occupants_per_room","owner_occupied_2_01_or_more_occupants_per_room","renter_occupied_1_01_to_1_50_occupants_per_room","renter_occupied_1_51_to_2_00_occupants_per_room","renter_occupied_2_01_or_more_occupants_per_room","built_1939_or_earlier","median_gross_rent","X35_to_64_years_with_one_type_of_health_insurance_coverage_with_medicare_coverage_only","X35_to_64_years_with_one_type_of_health_insurance_coverage_with_medicaid_means_tested_public_coverage_only","X35_to_64_years_with_one_type_of_health_insurance_coverage_with_va_health_care_only","X35_to_64_years_with_two_or_more_types_of_health_insurance_coverage_with_medicare_and_medicaid_means_tested_public_coverage","X35_to_64_years_with_two_or_more_types_of_health_insurance_coverage_other_public_only_combinations","X35_to_64_years_no_health_insurance_coverage","X65_years_and_over_with_one_type_of_health_insurance_coverage_with_medicare_coverage_only","X65_years_and_over_with_one_type_of_health_insurance_coverage_with_va_health_care_only","X65_years_and_over_with_two_or_more_types_of_health_insurance_coverage_with_medicare_and_medicaid_means_tested_public_coverage","X65_years_and_over_with_two_or_more_types_of_health_insurance_coverage_other_public_only_combinations","X65_years_and_over_no_health_insurance_coverage","male_35_to_64_years_with_a_disability","male_65_to_74_years_with_a_disability","female_35_to_64_years_with_a_disability","female_65_to_74_years_with_a_disability"
"g0501190",2013,"arkansas","pulaski county",5,119,2013,804,92,41,1074,535,104,8619,"770",3776,6320,2131,3416,712,24059,11013,115,3446,1059,258,10171,3580,11015,3756
"g0501210",2013,"arkansas","randolph county",5,121,2013,92,0,0,44,0,0,443,"455",378,294,63,243,103,1765,711,16,336,126,0,663,381,759,266
"g0501230",2013,"arkansas","st. francis county",5,123,2013,40,26,3,217,13,7,573,"599",368,852,126,313,70,2097,1098,2,574,121,0,1103,309,1295,410
"g0501250",2013,"arkansas","saline county",5,125,2013,319,18,12,181,75,0,789,"787",870,1380,522,598,113,6686,3178,0,812,589,20,4252,1545,3974,1362
"g0501270",2013,"arkansas","scott county",5,127,2013,25,24,0,43,93,27,384,"533",106,234,55,97,21,1011,580,0,189,73,12,457,216,515,170
"g0501290",2013,"arkansas","searcy county",5,129,2013,31,9,0,12,0,0,468,"433",204,210,84,153,82,1096,446,0,273,119,0,649,177,338,237
"g0501310",2013,"arkansas","sebastian county",5,131,2013,434,75,54,483,186,106,3042,"621",1599,2146,584,1452,316,10630,4087,4,1480,671,18,4531,1310,5466,1647
"g0501330",2013,"arkansas","sevier county",5,133,2013,128,0,12,71,87,0,437,"521",221,434,79,157,39,1919,540,0,149,80,2,599,199,561,265
"g0501350",2013,"arkansas","sharp county",5,135,2013,105,1,0,61,9,0,384,"581",353,479,120,377,55,1671,1084,14,385,120,5,724,307,778,270
"g0501370",2013,"arkansas","stone county",5,137,2013,41,12,38,51,33,31,263,"472",176,515,148,366,20,1070,602,0,586,196,0,682,410,593,284
"g0501390",2013,"arkansas","union county",5,139,2013,159,37,28,126,122,69,1087,"604",697,1045,150,723,174,3146,1670,0,721,191,15,2152,695,2007,730
"g0501410",2013,"arkansas","van buren county",5,141,2013,78,4,0,55,50,22,536,"579",425,270,179,258,66,1967,1023,10,398,192,0,823,470,890,282
"g0501430",2013,"arkansas","washington county",5,143,2013,664,239,43,1504,794,237,3396,"690",1458,2070,887,1299,289,15677,5445,0,1316,834,77,5273,1600,4770,1789
"g0501450",2013,"arkansas","white county",5,145,2013,178,120,15,172,165,108,1265,"620",874,1553,342,951,189,6217,2611,8,933,356,7,2574,1038,2611,1143
"g0501470",2013,"arkansas","woodruff county",5,147,2013,44,0,0,0,3,16,403,"427",103,228,52,137,10,811,399,4,240,53,51,311,166,345,133
"g0501490",2013,"arkansas","yell county",5,149,2013,118,34,17,68,103,92,785,"524",336,529,72,298,57,2069,883,0,456,46,10,1238,331,929,461
"g0600010",2013,"california","alameda county",6,1,2013,6727,1552,550,15330,5942,1623,122213,"1289",5849,48704,2077,8723,894,87860,38421,86,25128,2222,2576,25334,9128,29367,12682
"g0600030",2013,"california","alpine county",6,3,2013,1,0,0,2,1,0,95,"1018",3,56,8,5,0,186,69,0,21,0,0,37,9,58,12
"g0600050",2013,"california","amador county",6,5,2013,112,11,7,45,8,14,1888,"1006",134,866,150,275,13,2148,1393,0,302,201,0,1085,582,1171,495
"g0600070",2013,"california","butte county",6,7,2013,671,199,55,1091,362,218,7710,"890",1421,9620,838,3113,671,14090,5994,20,3096,940,135,8216,2710,8198,2756
"g0600090",2013,"california","calaveras county",6,9,2013,198,18,37,67,39,0,1398,"1061",204,1355,280,754,35,3004,1886,0,272,132,25,1703,655,1878,717
"g0600110",2013,"california","colusa county",6,11,2013,193,11,0,157,76,25,1089,"923",146,841,85,160,9,2246,447,0,266,101,41,662,206,729,160
"g0600130",2013,"california","contra costa county",6,13,2013,3863,732,354,8351,2223,562,17774,"1365",3426,23634,1450,4329,469,55250,24461,37,11689,1603,1580,18825,7468,21929,9207
"g0600150",2013,"california","del norte county",6,15,2013,62,21,0,233,0,32,651,"914",288,1502,152,535,55,1931,868,13,459,91,78,1319,440,1063,452
"g0600170",2013,"california","el dorado county",6,17,2013,453,64,25,832,146,55,2569,"1090",645,3510,520,1261,249,9864,5622,40,1053,509,108,4457,1878,3846,1636
"g0600190",2013,"california","fresno county",6,19,2013,6662,1359,393,13763,5335,2132,20028,"875",2964,40236,2593,7636,889,77368,19456,130,17037,2111,1799,20960,7764,23331,8244
"g0600210",2013,"california","glenn county",6,21,2013,226,0,33,141,32,14,1284,"720",154,848,51,395,31,2954,833,0,517,62,97,933,251,964,335
"g0600230",2013,"california","humboldt county",6,23,2013,520,169,28,698,373,79,9050,"889",531,5046,578,2066,338,11468,4243,0,1115,807,83,4601,1583,4460,1428
"g0600250",2013,"california","imperial county",6,25,2013,1398,193,182,2063,375,304,1956,"744",718,9678,107,1717,54,15690,3852,10,8035,258,374,4056,1974,4115,2118
"g0600270",2013,"california","inyo county",6,27,2013,56,9,0,175,4,2,871,"829",68,609,91,203,75,1472,751,0,356,57,0,459,309,478,190
"g0600290",2013,"california","kern county",6,29,2013,6301,1106,401,10864,3068,834,13579,"885",3871,31337,1440,7558,644,68970,20018,105,11405,1420,1504,20535,6502,23591,7244
"g0600310",2013,"california","kings county",6,31,2013,892,256,41,1806,445,123,2913,"871",913,4574,220,1002,120,9992,2573,5,1729,209,407,2821,1023,3113,1039
"g0600330",2013,"california","lake county",6,33,2013,207,68,2,301,351,19,1938,"900",388,3908,507,1677,151,5872,2242,0,1150,836,86,3036,1544,3047,998
"g0600350",2013,"california","lassen county",6,35,2013,61,10,0,177,34,17,1634,"867",127,1042,123,194,51,1327,762,8,212,123,15,1049,256,898,255
"g0600370",2013,"california","los angeles county",6,37,2013,67690,18068,6495,161043,91496,46880,519768,"1204",37843,334045,13054,56830,4332,1025753,326885,488,239440,14803,26607,168350,63163,189526,89104
"g0600390",2013,"california","madera county",6,39,2013,1103,291,102,2011,690,406,2286,"914",616,6396,499,1270,102,12941,3861,9,2851,426,145,3588,1440,3377,1823
"g0600410",2013,"california","marin county",6,41,2013,266,84,42,1572,1037,246,13433,"1628",995,3639,366,1116,28,11247,8989,5,1591,438,82,4163,1940,3829,1775
"g0600430",2013,"california","mariposa county",6,43,2013,37,42,5,44,0,0,883,"866",56,780,154,189,29,1395,624,0,233,227,48,770,384,623,298
"g0600450",2013,"california","mendocino county",6,45,2013,609,172,1,653,280,78,4352,"953",522,4347,242,1292,215,7976,3910,0,1315,593,161,3181,1260,3095,1076
"g0600470",2013,"california","merced county",6,47,2013,1784,436,119,3135,790,330,3833,"860",859,12315,629,2516,445,21195,5397,7,5266,483,309,8228,2198,8881,2621
"g0600490",2013,"california","modoc county",6,49,2013,24,4,0,14,11,0,946,"633",56,549,27,145,29,875,459,9,109,48,16,367,254,493,193
"g0600510",2013,"california","mono county",6,51,2013,43,0,0,80,83,67,701,"1118",47,333,0,40,0,1363,388,0,122,15,9,147,156,130,153
"g0600530",2013,"california","monterey county",6,53,2013,2881,776,209,7581,2892,917,10354,"1209",1396,7428,805,2032,208,36243,10476,16,5171,765,456,6157,2604,6330,2358
"g0600550",2013,"california","napa county",6,55,2013,633,160,27,1541,642,54,4969,"1350",376,2369,213,861,103,8279,3698,0,1293,301,148,2617,1217,2570,1072
"g0600570",2013,"california","nevada county",6,57,2013,207,83,45,444,150,0,3748,"1217",884,2205,297,793,192,7583,3513,16,721,488,42,2623,1585,2706,956
"g0600590",2013,"california","orange county",6,59,2013,16990,4599,1749,40865,19907,8296,26950,"1498",10812,63817,3758,10540,709,238139,120110,157,44821,4455,7189,40521,16753,42843,20628
"g0600610",2013,"california","placer county",6,61,2013,673,134,69,1382,586,177,5882,"1242",1201,4913,510,1527,174,15148,11043,21,1795,826,337,6802,3279,6617,3446
"g0600630",2013,"california","plumas county",6,63,2013,33,33,0,81,85,0,1440,"799",49,722,128,198,15,1849,1018,7,242,99,30,684,465,776,221
"g0600650",2013,"california","riverside county",6,65,2013,16332,3469,1191,20957,6306,2063,16683,"1168",9565,56504,4731,11378,1325,196348,85697,220,30498,6349,3894,46220,18311,46522,19465
"g0600670",2013,"california","sacramento county",6,67,2013,5635,1142,348,13636,3900,593,27387,"1024",5919,54315,3989,11091,1428,89954,29593,168,19823,2694,1929,35540,11694,42001,14325
"g0600690",2013,"california","san benito county",6,69,2013,356,76,24,469,272,101,1804,"1233",263,1476,151,174,14,4024,1304,0,621,146,59,819,389,1050,510
"g0600710",2013,"california","san bernardino county",6,71,2013,16131,3633,1031,23098,7553,2209,27164,"1102",10207,65076,4533,14287,2041,178162,62315,280,28067,4748,5468,48394,15539,47909,17418
"g0600730",2013,"california","san diego county",6,73,2013,11510,2797,1323,30564,12084,5599,50028,"1300",11535,62333,7693,14902,1919,219448,99310,165,40601,6108,5859,51021,19932,54628,23664
"g0600750",2013,"california","san francisco county",6,75,2013,3888,1223,320,5823,7879,2101,183972,"1488",3402,35116,1331,5388,521,42195,27741,63,25289,1604,1260,18453,5990,14829,7566
"g0600770",2013,"california","san joaquin county",6,77,2013,4004,695,296,8119,2232,608,17144,"1026",2897,25630,1120,5874,430,51511,16852,27,9681,1417,1384,16785,5493,18252,6595
"g0600790",2013,"california","san luis obispo county",6,79,2013,811,158,84,1920,679,87,5965,"1211",1107,4124,517,2092,262,15228,8379,10,1794,679,387,5257,2451,4798,2097
"g0600810",2013,"california","san mateo county",6,81,2013,3930,720,308,8186,3909,1421,24159,"1602",2467,14682,1301,2204,144,35480,19709,64,9213,1160,1213,9272,4115,9607,4672
"g0600830",2013,"california","santa barbara county",6,83,2013,1954,584,189,5912,2813,1448,12512,"1340",1680,9383,689,2128,396,30359,12080,49,4249,649,649,7497,2653,8203,3151
"g0600850",2013,"california","santa clara county",6,85,2013,9400,2251,864,21842,8662,4121,32697,"1566",4995,43657,2258,6735,754,96980,45455,102,32780,2440,2889,23963,9555,23317,11860
"g0600870",2013,"california","santa cruz county",6,87,2013,967,448,124,2618,1320,247,13645,"1385",962,6512,469,1321,167,18645,7920,31,2414,435,266,4742,1673,4699,1436
"g0600890",2013,"california","shasta county",6,89,2013,355,79,38,1015,307,159,2571,"919",1765,7610,1254,2977,586,13464,7185,14,2411,992,168,6723,2858,7081,2392
"g0600910",2013,"california","sierra county",6,91,2013,4,0,0,0,0,0,498,"1040",13,329,0,34,14,357,121,0,83,19,0,71,102,293,41
"g0600930",2013,"california","siskiyou county",6,93,2013,103,68,2,478,33,9,3704,"802",319,2452,299,712,134,3584,2139,4,652,371,38,2003,1009,1682,611
"g0600950",2013,"california","solano county",6,95,2013,1548,256,99,2957,693,255,10571,"1264",1718,10846,903,1959,322,22221,7878,18,3991,742,527,8472,3172,9444,3578
"g0600970",2013,"california","sonoma county",6,97,2013,1407,568,149,4838,1463,478,18747,"1265",2165,11664,1572,3279,354,31181,14757,52,4143,1222,530,10466,3933,9225,3797
"g0600990",2013,"california","stanislaus county",6,99,2013,2855,562,188,6106,1549,492,11269,"992",1956,20658,1372,4709,338,40887,12798,84,8469,1162,747,13865,4751,14614,5580
"g0601010",2013,"california","sutter county",6,101,2013,455,238,54,905,459,86,2069,"889",360,3917,182,551,141,7731,2561,6,1715,245,270,2335,1003,2684,1124
"g0601030",2013,"california","tehama county",6,103,2013,272,30,8,561,138,102,2185,"821",392,2991,329,1456,202,5349,2193,0,1114,485,26,2732,1036,2384,904
"g0601050",2013,"california","trinity county",6,105,2013,98,14,7,55,31,10,782,"758",177,693,114,227,196,1763,808,0,147,150,71,776,448,664,124
"g0601070",2013,"california","tulare county",6,107,2013,4135,688,431,6407,1756,709,8624,"821",3219,18911,824,3548,298,40063,11407,12,7957,1071,537,9031,3841,10096,3784
"g0601090",2013,"california","tuolumne county",6,109,2013,217,25,0,285,84,39,2182,"919",353,1875,368,451,275,3431,2211,0,394,152,0,2216,841,1744,841
"g0601110",2013,"california","ventura county",6,111,2013,4739,1089,303,8010,2895,1193,10135,"1470",2954,14996,953,4486,342,56065,23327,10,9522,1406,1556,14909,5611,15467,6208
"g0601130",2013,"california","yolo county",6,113,2013,576,284,42,1927,520,70,4457,"1082",496,4706,377,815,84,10632,3480,0,2683,335,185,3682,1453,4196,1655
"g0601150",2013,"california","yuba county",6,115,2013,556,117,0,1019,300,15,1551,"863",492,3900,322,1321,158,5258,1346,17,997,335,62,2821,793,2752,545
"g0800010",2013,"colorado","adams county",8,1,2013,2266,225,84,2938,1159,236,2961,"967",2077,9071,1407,1919,254,36948,9559,63,2974,868,607,9870,2950,9727,3241
"g0800030",2013,"colorado","alamosa county",8,3,2013,32,52,13,72,0,0,1184,"586",34,555,171,284,34,860,499,0,244,65,0,586,208,479,150
"g0800050",2013,"colorado","arapahoe county",8,5,2013,1127,200,88,3855,1237,305,3994,"981",2174,9629,1445,2015,296,37123,15194,27,3231,766,626,10729,3492,11429,3852
"g0800070",2013,"colorado","archuleta county",8,7,2013,35,9,17,13,26,0,265,"913",64,317,79,113,9,1625,570,0,77,32,20,377,117,370,201
"g0800090",2013,"colorado","baca county",8,9,2013,17,0,4,5,0,0,500,"508",8,117,2,30,7,384,275,0,59,16,2,147,111,121,68
"g0800110",2013,"colorado","bent county",8,11,2013,11,0,0,11,0,0,654,"635",23,194,89,76,12,320,251,15,63,26,0,270,71,228,70
"g0800130",2013,"colorado","boulder county",8,13,2013,528,184,15,1149,229,34,9753,"1113",850,3579,326,910,110,14652,7419,0,1177,277,361,4353,1588,4737,1459
"g0800140",2013,"colorado","broomfield county",8,14,2013,91,8,0,242,23,0,144,"1165",181,474,117,136,39,1827,1591,0,253,22,18,915,294,748,266
"g0800150",2013,"colorado","chaffee county",8,15,2013,35,0,10,31,13,0,1542,"818",127,96,22,107,17,1545,1134,0,159,89,0,472,247,246,211
"g0800170",2013,"colorado","cheyenne county",8,17,2013,4,9,0,0,0,0,270,"508",2,13,16,24,3,203,86,0,25,2,0,100,22,71,35
"g0800190",2013,"colorado","clear creek county",8,19,2013,9,0,0,0,3,0,1176,"803",41,131,28,70,59,777,246,0,119,22,4,281,93,268,11
"g0800210",2013,"colorado","conejos county",8,21,2013,61,2,11,49,10,0,914,"526",82,365,37,90,18,821,324,0,352,50,5,399,151,359,140
"g0800230",2013,"colorado","costilla county",8,23,2013,10,15,0,0,3,0,496,"669",30,219,30,84,0,512,197,0,153,37,13,297,110,211,113
"g0800250",2013,"colorado","crowley county",8,25,2013,20,5,0,0,0,0,622,"583",36,220,27,114,39,251,218,0,118,5,0,245,139,203,53
"g0800270",2013,"colorado","custer county",8,27,2013,25,9,0,54,0,0,344,"685",45,210,32,0,3,528,242,0,27,27,0,189,65,59,43
"g0800290",2013,"colorado","delta county",8,29,2013,92,70,0,135,0,0,2897,"797",275,600,277,201,66,3479,1646,0,321,479,12,1008,604,798,390
"g0800310",2013,"colorado","denver county",8,31,2013,1869,326,137,4418,1867,376,59603,"883",3267,20629,1944,4020,643,43663,17251,80,6888,1073,555,12756,3452,12454,4595
"g0800330",2013,"colorado","dolores county",8,33,2013,6,0,0,0,10,0,174,"738",7,53,6,50,5,166,91,0,29,22,4,53,55,79,23
"g0800350",2013,"colorado","douglas county",8,35,2013,374,14,7,313,78,0,851,"1273",332,854,289,357,93,8246,5746,0,691,230,55,3424,1317,3684,1207
"g0800370",2013,"colorado","eagle county",8,37,2013,291,49,0,292,11,0,666,"1196",195,137,21,71,29,3550,628,0,34,96,111,813,170,656,172
"g0800390",2013,"colorado","elbert county",8,39,2013,56,5,0,103,2,0,588,"1085",46,176,95,49,40,1530,672,0,65,29,38,573,256,427,134
"g0800410",2013,"colorado","el paso county",8,41,2013,871,240,44,3129,1088,159,14334,"910",2701,10085,2066,2706,634,33740,13990,5,2509,1072,145,14539,4680,14525,4484
"g0800430",2013,"colorado","fremont county",8,43,2013,103,0,9,38,0,58,3264,"713",337,1309,118,248,60,2542,2129,0,356,173,23,1218,710,1271,594
"g0800450",2013,"colorado","garfield county",8,45,2013,177,48,6,530,146,14,2152,"1129",173,467,95,236,213,6184,1538,0,230,75,95,1335,472,1209,281
"g0800470",2013,"colorado","gilpin county",8,47,2013,8,0,0,9,0,0,529,"1029",25,48,20,27,61,464,205,0,78,8,0,263,74,101,40
"g0800490",2013,"colorado","grand county",8,49,2013,41,24,0,89,8,0,1306,"957",15,247,92,95,0,1471,418,0,39,88,0,409,120,325,60
"g0800510",2013,"colorado","gunnison county",8,51,2013,17,4,0,42,121,0,1190,"844",44,82,14,7,13,1170,242,0,128,80,7,221,136,157,63
"g0800530",2013,"colorado","hinsdale county",8,53,2013,0,2,0,0,0,0,192,"808",0,11,0,0,0,79,45,0,0,7,0,22,8,30,4
"g0800550",2013,"colorado","huerfano county",8,55,2013,9,26,0,0,0,20,1380,"744",51,310,16,115,15,745,198,16,170,34,0,303,198,267,117
"g0800570",2013,"colorado","jackson county",8,57,2013,18,0,0,3,0,0,276,"717",24,33,4,10,0,102,80,0,12,4,0,11,21,32,26
"g0800590",2013,"colorado","jefferson county",8,59,2013,576,144,80,1531,486,117,7638,"979",2034,6520,1016,1949,269,28067,17172,56,2406,704,274,10438,3783,10682,4164
"g0800610",2013,"colorado","kiowa county",8,61,2013,0,0,0,10,0,0,209,"661",9,11,0,5,2,126,60,0,12,3,0,30,34,33,14
"g0800630",2013,"colorado","kit carson county",8,63,2013,18,2,0,8,6,0,717,"612",29,129,39,121,15,614,431,0,51,18,32,366,68,205,89
"g0800650",2013,"colorado","lake county",8,65,2013,53,0,0,100,0,0,1364,"858",23,67,0,6,11,843,197,0,0,6,31,111,1,77,32
"g0800670",2013,"colorado","la plata county",8,67,2013,84,84,0,134,22,11,2113,"1012",278,659,110,224,37,4094,1720,0,238,113,50,1156,357,875,405
"g0800690",2013,"colorado","larimer county",8,69,2013,532,98,7,876,87,86,9188,"973",1157,4344,650,1372,149,14852,8378,38,1239,625,36,5054,2413,6084,2010
"g0800710",2013,"colorado","las animas county",8,71,2013,14,0,0,75,52,0,2910,"711",58,587,68,129,26,1520,738,15,339,77,67,621,297,558,251
"g0800730",2013,"colorado","lincoln county",8,73,2013,2,0,0,19,0,12,541,"647",30,101,1,19,4,193,296,0,40,33,4,140,69,93,62
"g0800750",2013,"colorado","logan county",8,75,2013,80,67,0,45,15,2,2011,"617",245,511,161,228,35,1769,864,29,48,59,0,706,235,499,149
"g0800770",2013,"colorado","mesa county",8,77,2013,370,16,28,618,165,0,4825,"842",608,2472,1007,790,307,10801,4193,30,1005,1002,97,4142,1744,3189,1346
"g0800790",2013,"colorado","mineral county",8,79,2013,0,0,0,0,0,0,213,"670",0,18,13,0,4,61,78,0,8,7,0,36,26,23,28
"g0800810",2013,"colorado","moffat county",8,81,2013,60,0,5,27,0,3,575,"724",100,246,92,45,35,791,353,0,149,3,0,338,172,339,117
"g0800830",2013,"colorado","montezuma county",8,83,2013,154,9,0,134,39,0,1295,"700",255,518,146,120,9,2881,1222,10,214,228,21,970,358,665,246
"g0800850",2013,"colorado","montrose county",8,85,2013,254,22,0,57,33,33,1590,"848",160,702,147,212,18,4410,1621,0,363,341,82,1216,609,803,538
"g0800870",2013,"colorado","morgan county",8,87,2013,235,149,0,241,32,28,2189,"695",92,459,3,128,63,1945,929,0,419,136,51,628,306,480,240
"g0800890",2013,"colorado","otero county",8,89,2013,34,21,0,170,23,0,2719,"630",250,722,184,230,54,1628,885,0,562,95,38,1016,278,685,234
"g0800910",2013,"colorado","ouray county",8,91,2013,13,9,0,0,0,0,432,"1102",20,16,38,0,0,536,218,0,34,19,5,92,74,41,61
"g0800930",2013,"colorado","park county",8,93,2013,0,33,8,0,0,0,827,"1180",21,189,118,53,21,1639,587,0,0,56,13,357,92,458,63
"g0800950",2013,"colorado","phillips county",8,95,2013,10,2,0,36,18,32,687,"595",24,54,9,40,8,331,171,0,37,14,32,134,41,73,35
"g0800970",2013,"colorado","pitkin county",8,97,2013,61,0,22,9,92,0,508,"1377",16,37,0,0,0,1116,931,0,17,105,80,277,170,200,64
"g0800990",2013,"colorado","prowers county",8,99,2013,43,8,0,64,0,0,1780,"541",62,346,34,158,32,1021,552,0,229,68,13,487,200,491,114
"g0801010",2013,"colorado","pueblo county",8,101,2013,253,53,0,398,276,179,11749,"736",1536,5814,671,1997,422,9756,5390,38,1624,602,125,5925,1757,6265,2021
"g0801030",2013,"colorado","rio blanco county",8,103,2013,7,5,0,47,0,25,427,"755",52,75,0,23,0,468,200,0,43,19,0,280,95,158,54
"g0801050",2013,"colorado","rio grande county",8,105,2013,55,24,0,39,2,30,1368,"604",48,398,24,120,22,1151,341,0,227,64,26,464,263,289,155
"g0801070",2013,"colorado","routt county",8,107,2013,49,0,0,39,0,0,963,"1160",77,148,56,55,9,1511,543,0,58,40,11,544,69,445,65
"g0801090",2013,"colorado","saguache county",8,109,2013,22,32,0,20,0,17,787,"626",46,199,40,63,4,1137,332,0,104,64,6,267,94,234,100
"g0801110",2013,"colorado","san juan county",8,111,2013,0,0,12,6,0,0,268,"875",0,11,17,0,0,119,33,0,0,0,0,6,2,24,13
"g0801130",2013,"colorado","san miguel county",8,113,2013,2,0,0,55,36,20,581,"1127",21,109,27,6,13,704,143,0,19,0,17,173,70,142,36
"g0801150",2013,"colorado","sedgwick county",8,115,2013,2,0,0,0,2,0,531,"514",24,39,7,34,17,194,141,0,43,18,0,74,53,39,25
"g0801170",2013,"colorado","summit county",8,117,2013,79,0,0,136,92,0,255,"1142",15,248,24,101,0,2434,700,0,121,25,0,327,81,214,34
